********************************************
>> [Reading.txt] - [Intensity Distrib, nm]

--------------------------------------------
>> Solution of Distribution Analysis
--------------------------------------------
 Resolution : 0 

 1.613164e-004		0.000000e+000 
 1.876589e-004		0.000000e+000 
 2.183030e-004		0.000000e+000 
 2.539512e-004		0.000000e+000 
 2.954206e-004		0.000000e+000 
 3.436618e-004		0.000000e+000 
 3.997808e-004		0.000000e+000 
 4.650637e-004		0.000000e+000 
 5.410071e-004		0.000000e+000 
 6.293519e-004		0.000000e+000 
 7.321230e-004		0.000000e+000 
 8.516764e-004		0.000000e+000 
 9.907525e-004		0.000000e+000 
 1.152539e-003		0.000000e+000 
 1.340745e-003		0.000000e+000 
 1.559685e-003		0.000000e+000 
 1.814376e-003		0.000000e+000 
 2.110658e-003		0.000000e+000 
 2.455322e-003		0.000000e+000 
 2.856268e-003		0.000000e+000 
 3.322688e-003		0.000000e+000 
 3.865273e-003		0.000000e+000 
 4.496459e-003		0.000000e+000 
 5.230717e-003		0.000000e+000 
 6.084876e-003		0.000000e+000 
 7.078517e-003		0.000000e+000 
 8.234417e-003		0.000000e+000 
 9.579071e-003		0.000000e+000 
 1.114330e-002		0.000000e+000 
 1.296297e-002		0.000000e+000 
 1.507978e-002		0.000000e+000 
 1.754226e-002		0.000000e+000 
 2.040686e-002		0.000000e+000 
 2.373923e-002		0.000000e+000 
 2.761578e-002		0.000000e+000 
 3.212535e-002		0.000000e+000 
 3.737131e-002		0.000000e+000 
 4.347393e-002		0.000000e+000 
 5.057308e-002		0.000000e+000 
 5.883151e-002		0.000000e+000 
 6.843851e-002		0.000000e+000 
 7.961430e-002		0.000000e+000 
 9.261507e-002		0.000000e+000 
 1.077388e-001		7.876405e-008 
 1.253322e-001		1.939126e-007 
 1.457986e-001		4.422145e-007 
 1.696070e-001		8.707748e-007 
 1.973033e-001		1.322708e-006 
 2.295223e-001		1.254028e-006 
 2.670026e-001		7.283468e-007 
 3.106033e-001		5.552575e-006 
 3.613238e-001		3.977228e-005 
 4.203269e-001		1.634321e-004 
 4.889649e-001		4.820162e-004 
 5.688113e-001		1.124816e-003 
 6.616964e-001		2.177025e-003 
 7.697493e-001		3.580828e-003 
 8.954470e-001		5.059594e-003 
 1.041671e+000		6.136110e-003 
 1.211772e+000		6.287016e-003 
 1.409651e+000		5.208540e-003 
 1.639842e+000		3.104201e-003 
 1.907623e+000		8.800477e-004 
 2.219132e+000		0.000000e+000 
 2.581509e+000		0.000000e+000 
 3.003062e+000		0.000000e+000 
 3.493452e+000		2.150723e-003 
 4.063922e+000		7.968059e-003 
 4.727548e+000		1.635637e-002 
 5.499541e+000		2.600891e-002 
 6.397599e+000		3.572071e-002 
 7.442307e+000		4.451117e-002 
 8.657612e+000		5.169874e-002 
 1.007137e+001		5.691656e-002 
 1.171600e+001		6.007552e-002 
 1.362918e+001		6.129657e-002 
 1.585478e+001		6.083486e-002 
 1.844382e+001		5.901153e-002 
 2.145564e+001		5.616130e-002 
 2.495927e+001		5.259750e-002 
 2.903505e+001		4.859240e-002 
 3.377637e+001		4.436919e-002 
 3.929195e+001		4.010179e-002 
 4.570820e+001		3.591924e-002 
 5.317221e+001		3.191220e-002 
 6.185506e+001		2.814014e-002 
 7.195580e+001		2.463812e-002 
 8.370596e+001		2.142277e-002 
 9.737487e+001		1.849728e-002 
 1.132759e+002		1.585544e-002 
 1.317735e+002		1.348470e-002 
 1.532917e+002		1.136861e-002 
 1.783237e+002		9.488511e-003 
 2.074434e+002		7.824826e-003 
 2.413183e+002		6.357981e-003 
 2.807248e+002		5.069027e-003 
 3.265663e+002		3.940155e-003 
 3.798935e+002		2.955207e-003 
 4.419289e+002		2.100526e-003 
 5.140945e+002		1.366801e-003 
 5.980445e+002		7.535201e-004 
 6.957032e+002		2.792146e-004 
 8.093094e+002		0.000000e+000 
 9.414670e+002		0.000000e+000 
 1.095206e+003		0.000000e+000 
 1.274049e+003		0.000000e+000 
 1.482098e+003		0.000000e+000 
 1.724119e+003		0.000000e+000 
 2.005663e+003		0.000000e+000 
 2.333181e+003		0.000000e+000 
 2.714182e+003		0.000000e+000 
 3.157399e+003		0.000000e+000 
 3.672993e+003		0.000000e+000 
 4.272781e+003		0.000000e+000 
 4.970513e+003		0.000000e+000 
 5.782182e+003		0.000000e+000 
 6.726394e+003		0.000000e+000 
 7.824792e+003		0.000000e+000 
 9.102557e+003		0.000000e+000 
 1.058897e+004		0.000000e+000 
 1.231812e+004		0.000000e+000 
 1.432963e+004		0.000000e+000 
 1.666962e+004		0.000000e+000 
 1.939171e+004		0.000000e+000 
 2.255832e+004		0.000000e+000 
 2.624202e+004		0.000000e+000 
 3.052726e+004		0.000000e+000 
 3.551226e+004		0.000000e+000 
 4.131130e+004		0.000000e+000 
 4.805730e+004		0.000000e+000 
 5.590491e+004		0.000000e+000 
 6.503401e+004		0.000000e+000 
 7.565385e+004		0.000000e+000 
 8.800789e+004		0.000000e+000 
 1.023793e+005		0.000000e+000 
 1.190975e+005		0.000000e+000 
 1.385458e+005		0.000000e+000 
 1.611698e+005		0.000000e+000 
 1.874884e+005		0.000000e+000 
 2.181046e+005		0.000000e+000 
 2.537204e+005		0.000000e+000 
 2.951522e+005		0.000000e+000 
 3.433496e+005		0.000000e+000 
 3.994175e+005		0.000000e+000 
 4.646411e+005		0.000000e+000 
 5.405156e+005		0.000000e+000 
 6.287801e+005		0.000000e+000 
 7.314578e+005		0.000000e+000 
 8.509026e+005		0.000000e+000 
 9.898523e+005		0.000000e+000 
 1.151492e+006		0.000000e+000 
 1.339527e+006		0.000000e+000 
 1.558268e+006		0.000000e+000 
 1.812728e+006		0.000000e+000 
 2.108741e+006		0.000000e+000 
 2.453091e+006		0.000000e+000 
 2.853673e+006		0.000000e+000 
 3.319669e+006		0.000000e+000 
 3.861761e+006		0.000000e+000 
 4.492374e+006		0.000000e+000 
 5.225964e+006		0.000000e+000 
 6.079348e+006		0.000000e+000 
 7.072086e+006		0.000000e+000 
 8.226936e+006		0.000000e+000 
 9.570368e+006		0.000000e+000 
 1.113318e+007		0.000000e+000 
 1.295119e+007		0.000000e+000 
 1.506608e+007		0.000000e+000 
 1.752632e+007		0.000000e+000 
 2.038832e+007		0.000000e+000 
 2.371766e+007		0.000000e+000 
 2.759068e+007		0.000000e+000 
 3.209616e+007		0.000000e+000 
 3.733736e+007		0.000000e+000 
 4.343443e+007		0.000000e+000 
 5.052714e+007		0.000000e+000 
 5.877806e+007		0.000000e+000 
 6.837633e+007		0.000000e+000 
